detector,mean_n_detect,mean_n_TP,mean_n_FP,mean_delay,std_n_detect,std_n_TP,std_n_FP,std_delay
DDMRef,4.2,0.7,3.5,nan,4.315862215903871,0.7371114795831993,3.89657969677682,nan
DDM4,2387.5666666666666,101.7,2285.866666666667,122.8809996935785,50.50853613224425,3.5133080327994772,50.41014007342394,9.088595672172028
DDM4Adapt,1899.7666666666667,104.43333333333334,1795.3333333333333,158.59475975497273,35.090058737799545,3.4802618036898068,34.852387133292446,9.993162624549326
